id,area,title,user_story,expected_behavior,entry_points,source_files,platforms,edition,notes,status,phase,error_class,error_detail,test_method,tested_at,retest_status,retest_at,fix_notes
DSREG-026,dsregcmd,Project raw dsregcmd status text for the copy path,"As a Windows admin I want to paste the capture text into a ticket without leaking tenant, device or user identifiers.","The redact_dsregcmd_status_text command returns redacted_status_text(input): the shared masking grammar runs over the whole capture first, then every literal the parser classified as identity in that same capture (tenant id/name/domain, device id, thumbprint, user identity, SCP tenant domain and azureADId, and event-log computer names) is scrubbed out of the remaining free text and replaced by the same typed token. Text that does not parse still receives the shaped rules, so an unrecognized line loses only what the grammar recognizes by shape, and re-projecting an already projected string changes nothing.",IPC redact_dsregcmd_status_text; dsregcmd Workspace > Export > 'Copy status text',src-tauri/src/commands/dsregcmd.rs; crates/cmtraceopen-parser/src/dsregcmd/redaction.rs,all,full,"Extends DSREG-006; the projection is the crate's, not applied at the clipboard call site",pass,story,none,,rust_test: the_raw_capture_text_projects_the_same_identifiers,2026-09-24T21:30:00Z,,,
DSREG-027,dsregcmd,Probe the Entra registration and login endpoints during a capture,As a Windows admin I want to know whether the machine can actually reach the endpoints device registration depends on.,"run_active_diagnostics HEAD-requests https://enterpriseregistration.windows.net, https://login.microsoftonline.com, https://device.login.microsoftonline.com and https://autologon.microsoftazuread-sso.com with a 10-second connect and response timeout and a non-error HTTP status policy, recording for each endpoint reachability, the status code on success, the measured latency in milliseconds, the transport error text on failure and an RFC 3339 timestamp. On non-Windows the function returns the default (empty) active evidence rather than probing.",dsregcmd capture (written to evidence/connectivity/endpoint-tests.json); dsregcmd Workspace > Facts by Group > Endpoint Connectivity,src-tauri/src/dsregcmd/connectivity.rs; src-tauri/src/commands/dsregcmd.rs,windows,full,Extends the connectivity fact group with the probe contract; the results drive endpoint-unreachable and endpoint-high-latency findings,pass,story,none,,e2e_browser: stories/diagnostics.spec.ts :: [DSREG-027] endpoint connectivity facts render the capture's endpoint probes,2026-09-24T21:30:00Z,,,
DSREG-028,dsregcmd,Query the Active Directory Service Connection Point with nltest and PowerShell,"As a Windows admin I want the SCP keywords, tenant domain and domain controller captured so hybrid-join targeting can be checked.","query_scp runs nltest /dsgetdc: to record the domain controller and then a PowerShell ADSI LDAP query for CN=62a0ff2e-97b9-4513-943f-0d221bd30080 under Device Registration Configuration; keywords are split into azureADName (tenant domain) and azureADId, an empty keyword set returns the sentinel error 'SCP object exists but has no keywords.' with scpFound false, and an LDAP error line is reported as the error. A preceding nltest failure is preserved alongside the SCP failure in one message ('<nltest error>; <scp error>') instead of being dropped, and the SCP error path is what makes the 'scp-not-found' rule suppress itself because the query failed.",dsregcmd capture (written to evidence/connectivity/scp-query.json); dsregcmd Workspace > Facts by Group > SCP Configuration,src-tauri/src/dsregcmd/connectivity.rs; crates/cmtraceopen-parser/src/dsregcmd/extended.rs,windows (domain-joined),full,The 'no keywords' sentinel is the single keywordless path the rule keys on,pass,story,none,,rust_test: dsregcmd::connectivity::tests::an_nltest_failure_survives_a_powershell_reported_scp_error,2026-09-24T21:30:00Z,,,
DSREG-029,dsregcmd,Read exported .reg hives into typed registry values,As a Windows admin I want the bundled registry exports parsed even when they are UTF-16 or Windows-1252.,"parse_reg_snapshot builds a key map from .reg text, skipping blank lines, ';' comments and the 'Windows Registry Editor' header, treating bracketed lines as keyspace, reading dword: values as hex u32, unquoting string values and unescaping \\ and \"" while retaining literal backslashes, and dropping the unnamed '@' value. Bytes are decoded from UTF-16LE or UTF-16BE by BOM, then UTF-8, then Windows-1252, so an export saved in a legacy encoding still yields the same keys and values.",bundle evidence readers (evidence/registry/*.reg); registry snapshot tab for .reg files,src-tauri/src/dsregcmd/registry.rs,all (reads exported hive text),full,"Files that cannot be read or decoded yield an empty map and no artifact path, which callers treat as absent evidence",pass,story,none,,rust_test: dsregcmd::registry::tests::parses_registry_snapshot_values,2026-09-24T21:30:00Z,,,
DSREG-030,dsregcmd,Resolve Windows Hello for Business policy values with provenance and inversion,"As a Windows admin I want each WHfB policy value to state whether it came from the effective state, the provider, or an exported policy hive.","load_whfb_policy_evidence reads policymanager-device.reg, policymanager-providers.reg, hkcu/hklm-policies.reg and hkcu/hklm-microsoft-policies.reg and resolves UsePassportForWork, DisablePostLogonProvisioning, EnablePinRecovery, RequireSecurityDevice, UseCertificateForOnPremAuth and UseCloudTrustForOnPremAuth in the order current-effective, provider, machine policy hive, user policy hive. DisablePostLogonProvisioning is inverted, agreeing current and provider values are marked PolicyManagerComparison with 'PolicyManager current state and provider state agree.', a disagreement keeps the current value and notes 'Policy delivered but not effective. Provider state says X while current effective state says Y.', a provider-only value warns that it may not be the effective state yet, and Windows-hive fallbacks say which hive they came from. When artifacts were captured but no mapped values were found, every still-empty field gets the note that no mapped PassportForWork policy values were present.",bundle evidence reader; dsregcmd Workspace > Facts by Group > Policy Evidence and the NGC flow box,src-tauri/src/dsregcmd/registry.rs; src/workspaces/dsregcmd/dsregcmd-formatters.ts,all (reads exported hives),full,Extends DSREG-004; the note texts are shown verbatim by the Policy Evidence group,pass,story,none,,rust_test: dsregcmd::registry::tests::derives_whfb_policy_evidence_from_bundle_files,2026-09-24T21:30:00Z,,,
DSREG-031,dsregcmd,"Read OS version, proxy and MDM enrollment evidence from the bundle","As a Windows admin I want the OS build, proxy configuration and enrollment entries that the capture exported.","load_os_version_evidence reads CurrentBuild (or CurrentBuildNumber), DisplayVersion, ProductName, UBR and EditionID from the \Windows NT\CurrentVersion key and returns None when the file is absent. load_proxy_evidence reads ProxyEnable (non-zero -> true), ProxyServer, ProxyOverride and AutoConfigURL from \Internet Settings and marks wpadDetected when the auto-config URL contains 'wpad'. load_enrollment_evidence collects one entry per \Enrollments\{GUID} subkey with its GUID, UPN, ProviderID and EnrollmentState while skipping deeper subkeys such as \{GUID}\FirstSync, and returns None when nothing was read; each reader records the artifact paths it consumed.","bundle evidence readers (os-version.reg, proxy-internet-settings.reg, enrollments.reg); dsregcmd Workspace > Facts by Group > Operating System / Proxy Configuration / Enrollment Status",src-tauri/src/dsregcmd/registry.rs,all (reads exported hives),full,Extends DSREG-004; the conditional fact groups exist only when these readers return Some,pass,story,none,,rust_test: dsregcmd::registry::tests::loads_os_version_evidence_from_bundle,2026-09-24T21:30:00Z,,,
DSREG-032,dsregcmd,Summarize a .reg snapshot for the registry viewer,As an analyst I want a size-limited preview of a registry export so opening a huge hive stays fast.,"inspect_registry_snapshot_file reads and decodes a .reg file (with the same encoding fallbacks) and returns key and value totals plus at most six keys sorted by path, each with its value count and at most eight values sorted by name; dword values render as '0x00000001 (1)' and strings as their text. A file that cannot be read at all yields None, which the caller renders as no snapshot rather than an empty one.",Registry snapshot tab when a .reg file is opened,src-tauri/src/dsregcmd/registry.rs; src-tauri/src/commands/bundle_ops.rs,all,full,Extends LOG-024 (registry viewer) with the dsregcmd-side snapshot summariser limits,pass,story,none,,rust_test: dsregcmd::registry::tests::inspects_registry_snapshot_file_summary,2026-09-24T21:30:00Z,,,
DSREG-033,dsregcmd,"Derive join type, dominant phase, PRT age, certificate expiry and capture confidence",As a Windows admin I want the derived facts to be computed consistently rather than re-derived by eye.,"derive_facts sets the join type from AzureAdJoined/DomainJoined (hybrid, Entra joined, not joined, unknown) with its display label, and picks the dominant phase in the order ErrorPhase, post-join PRT evidence on a joined device, failing pre-check tests, failing discovery tests, token-acquisition failure or known auth codes, then join-phase error fields, then 'no PRT update'. It computes PRT age from ClientTime minus AzureAdPrtUpdateTime with staleness above 4 hours, certificate days remaining against ClientTime with 'expiring soon' below 30 days, a network error marker from the raw capture, MDM/compliance visibility triples, and remote-SYSTEM detection from User Context SYSTEM with SessionIsNotRemote NO. Capture confidence is Low for a remote SYSTEM session, High only when the client time is within 15 minutes, the session is not remote and the context is not SYSTEM, Medium within 24 hours or with partial timing context (each with its own reason string), and Low when the capture looks old.","IPC analyze_dsregcmd; dsregcmd Workspace health cards, Timeline, Flows and fact groups",crates/cmtraceopen-parser/src/dsregcmd/derive.rs; crates/cmtraceopen-parser/src/dsregcmd/rules.rs,windows,full,Extends DSREG-003/DSREG-004 with the exact derivation precedence and thresholds,pass,story,none,,rust_test: dsregcmd::rules::tests::derives_join_type_and_high_value_flags,2026-09-24T21:30:00Z,,,
DSREG-034,dsregcmd,"Emit identity, join, sync and NGC findings with evidence and fixes",As a Windows admin I want the capture's obvious gaps and postures raised as findings I can act on.,"The rule set raises not-aadj, missing-tenant and missing-deviceid for the core identity gaps; join-type-entraid, join-type-hybrid, onprem-domain-joined and workplace-joined-present to state the posture; no-mdm and no-compliance as context rather than proof when only one management URL is present; wam-not-default, no-tpm-protection, logon-cert-not-ready, cert-expiring-soon, ngc-will-provision, ngc-key-sign-failed, ngc-recovery-enabled, stale-prt, remote-session-system, network-issue, entra-sync-pending, entra-sync-pending-inference, hybrid-fallback-enabled, fallback-sync-join-active, builtin-admin-cannot-join, device-auth-failed, scp-verify-needed, tenant-uuid-not-found and ad-replication-issue. Every finding carries severity, a category, a title, a summary, evidence lines and next-check/suggested-fix lists, and the sidebar and Issues Overview render them (no-mdm/no-compliance stay Info because management fields are tenant- and scope-dependent).",dsregcmd Workspace > Issues Overview cards; dsregcmd sidebar > Top Findings,crates/cmtraceopen-parser/src/dsregcmd/rules.rs; src/workspaces/dsregcmd/DiagnosticInsightsCard.tsx,windows,full,Extends DSREG-003 (cards/findings lists) with the rule vocabulary and the deliberate Info severity of the MDM-context findings,pass,story,none,,rust_test: dsregcmd::rules::tests::emits_expected_error_warning_and_info_rules,2026-09-24T21:30:00Z,,,
DSREG-035,dsregcmd,"Map documented ADAL, PRT-attempt, TPM and Win32 error codes to specific findings",As a Windows admin I want a raw error code turned into a named cause instead of a number.,"Documented codes produce a named finding: the ADAL/federation family (0xcaa90017 protocol, 0xcaa9002c XML parse, 0xcaa90023 missing username/password endpoint, 0xcaa82ee2 timeout, 0xcaa82efe connection aborted, 0xcaa82f8f TLS failure, 0xcaa82efd cannot connect, 0xcaa20003 invalid grant, 0xcaa90014 WS-Trust fault, 0xcaa90006 token request failure, 0xcaa1002d operation pending), the join/discovery family (0x801c001d SCP read, 0x801c0021 DRS discovery, 0x801c001f discovery timeout, 0x801c003d user realm discovery, 0x8007000d invalid discovery response, 0x801c0002 device authentication, 0x801c0006 internal service error), PRT attempt statuses (0xc000006d invalid credentials, 0xc000006a wrong password, 0xc00000d0 request not accepted, documented network-path failures, 0xc000005f user realm not found, 0xc004844c malformed UPN, 0xc0048442 missing user SID, 0xc00484c1 empty SAML, MEX misconfiguration, 0xc00cee4f prohibited DTD) and TPM codes (0x80090016 bad keyset, 0x80290407 internal error, 0x80280036 not FIPS, 0x80090031 lockout). Codes are matched as bounded tokens so a longer AADSTS code, an embedded number such as 13120, a padded hex form or a slash-delimited code list behaves predictably: exact 1312/1317/1355 tokens raise ad-replication-issue while the same digits inside a longer token do not, and AADSTS50126 fires from the server message alone but not for a longer code that merely starts with it.",dsregcmd Workspace > Issues Overview; group Policy Evidence/Diagnostics facts quoting the raw codes,crates/cmtraceopen-parser/src/dsregcmd/rules.rs; crates/cmtraceopen-parser/src/dsregcmd/derive.rs,windows,full,Extends DSREG-003; the token-boundary rule is the difference between a diagnosis and a false positive,pass,story,none,,rust_test: dsregcmd::rules::tests::emits_remaining_adal_and_tpm_mappings,2026-09-24T21:30:00Z,,,
DSREG-036,dsregcmd,Raise extended findings from the registry evidence a bundle carries,"As a Windows admin I want the OS build, proxy and enrollment registry evidence to produce their own findings.","build_extended_diagnostics adds 'os-build-below-cloud-trust' (Warning) when the current build is under 22000 while UseCloudTrustForOnPremAuth is true and 'os-build-outdated' (Info) under build 19041; 'proxy-configured' (Info) when ProxyEnable, ProxyServer or AutoConfigURL is present and 'proxy-wpad-with-join-failure' (Warning) when WPAD is detected alongside an Error-severity join diagnostic; 'enrollment-missing-on-joined' (Warning) when a joined device has zero enrollment entries and mdm_enrolled is not true, 'multiple-enrollments' (Info) above one entry, and 'mdm-confirmed-via-registry' (Info) when the dsregcmd MDM URLs are absent but an EnrollmentState 1 entry's GUID matches an EnterpriseMgmt scheduled task, listing the matched GUIDs, UPNs and the task GUID list as evidence. Each finding is only produced when its evidence object exists.",dsregcmd Workspace > Issues Overview (after a bundle-based capture or folder load),crates/cmtraceopen-parser/src/dsregcmd/extended.rs; src-tauri/src/dsregcmd/registry.rs,windows (bundle evidence),full,Extends DSREG-003/DSREG-004; the findings cite the collected artifact values,pass,story,none,,rust_test: dsregcmd::rules::tests::mdm_confirmed_via_registry_diagnostic_fires_when_cross_referenced,2026-09-24T21:30:00Z,,,
DSREG-037,dsregcmd,Raise active-diagnostics findings from connectivity and SCP evidence,"As a Windows admin I want an unreachable endpoint, high latency or a missing SCP raised with the endpoint named.","build_active_diagnostics_rules raises 'endpoint-unreachable-drs' (Error) for an unreachable enterpriseregistration endpoint when a join failure exists, 'endpoint-unreachable-login' for login.microsoftonline.com (excluding device.login), 'endpoint-unreachable-device-login' for device.login, 'seamless-sso-unreachable' (Warning) for an unreachable autologon endpoint on a hybrid-joined device, and 'endpoint-high-latency' (Warning) when a reachable test exceeded 2000 ms. It raises 'scp-not-found' (Error) only on a domain-joined device when the query reports scpFound false and did not error (the 'no keywords' sentinel is a real configuration signal; any other query error is a coverage gap and is not reported as SCP absence), and 'scp-tenant-mismatch-active' (Error) when the SCP tenant domain differs from the dsregcmd domain name.",dsregcmd Workspace > Issues Overview; Endpoint Connectivity and SCP Configuration fact groups,crates/cmtraceopen-parser/src/dsregcmd/extended.rs; src-tauri/src/dsregcmd/connectivity.rs,windows,full,Extends DSREG-003; the query-failure-vs-absence distinction is the load-bearing rule,pass,story,none,,rust_test: dsregcmd::rules::tests::scp_not_found_suppressed_when_scp_query_errored,2026-09-24T21:30:00Z,,,
DSREG-038,dsregcmd,"Raise event-log-time-skew, DPAPI and AAD findings from collected channel evidence","As a Windows admin I want time-sync, DPAPI and AAD operational evidence correlated into findings.","build_event_log_diagnostics raises 'event-log-time-skew' (Warning) when a Time Service or System channel entry mentions time skew or time synchronization and an authentication/join/configuration Error finding exists, 'event-log-dpapi-failure' (Warning) when a DPAPI entry reports failure alongside a 'tpm-' diagnostic, and 'event-log-aad-errors' (Info) naming the count of AAD Operational error entries. No event-log findings are produced when the analysis carries no event-log evidence.",dsregcmd Workspace > Issues Overview (after a live capture or a bundle with dsregcmd-events.json),crates/cmtraceopen-parser/src/dsregcmd/extended.rs; src-tauri/src/dsregcmd/event_logs.rs,windows,full,"Extends DSREG-003/DSREG-005; the same five channels the capture collects (AAD, User Device Registration, Crypto-DPAPI, Kerberos, System) feed these rules",pass,story,none,,rust_test: dsregcmd::rules::tests::time_skew_rule_requires_time_specific_messages,2026-09-24T21:30:00Z,,,
DSREG-039,dsregcmd,Upgrade MDM enrollment from the registry when dsregcmd omits the MDM URLs,As a Windows admin I want an enrolled device recognised even though its dsregcmd output has no MDM URL.,"apply_enrollment_cross_reference only acts when the derived MDM state is unknown, and sets mdm_enrolled to true when an enrollment entry has EnrollmentState 1 whose GUID matches an EnterpriseMgmt scheduled task GUID case-insensitively; MDM Signals then reads Present/Partial instead of Unknown and the 'enrollment-missing-on-joined' warning is suppressed. Cross-referenced evidence is also listed in the 'mdm-confirmed-via-registry' finding.","dsregcmd Workspace > MDM Signals card, Triage Summary and Facts by Group > Enterprise Management Tasks",crates/cmtraceopen-parser/src/dsregcmd/extended.rs; crates/cmtraceopen-parser/src/dsregcmd/derive.rs; src-tauri/src/dsregcmd/registry.rs,windows,full,Extends DSREG-004; the scheduled-task GUIDs come from schtasks /query /TN \Microsoft\Windows\EnterpriseMgmt /FO LIST,pass,story,none,,rust_test: dsregcmd::rules::tests::mdm_confirmed_via_registry_diagnostic_fires_when_cross_referenced,2026-09-24T21:30:00Z,,,
ESP-001,esp,Import captured ESP evidence,"As an admin I import a folder, manifest.json, CAB, ZIP, or session JSON without starting live collection.","Import evidence folder / Import captured evidence. JSON that parses as a session is replayed. Live start/live/stopping blocks import. Unsupported path shows ESP Diagnostics accepts CMTrace evidence folders, manifest.json, CAB, or ZIP sources.",ESP header; workspace onOpenSource,src/workspaces/esp-diagnostics/index.ts; EspDiagnosticsWorkspace.tsx,all,full,e2e imports captured ZIP; rejects unsupported; live blocks open. | ESP cockpit shows Import evidence folder / Import captured evidence / Open session.,pass,retest,none,No confirmed defect in current verification.,existing_test,2026-08-18T19:17:47Z,pass,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
ESP-002,esp,Open or export a redacted ESP session,As an admin I hand off or replay a session capture.,Open session loads parseEspSessionCapture. Export session (disabled without snapshot) writes redacted JSON via export_esp_session.,Header Open session / Export session,src/workspaces/esp-diagnostics/EspDiagnosticsWorkspace.tsx,all,full,session capture parse/serialize.,pass,retest,none,No confirmed defect in current verification.,existing_test,2026-08-18T19:17:47Z,pass,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
ESP-003,esp,Start and stop live ESP collection,As a Windows admin I collect live ESP evidence from this device.,Start live diagnostics disabled off Windows or while analyzing/starting/stopping. Polls getEspDiagnosticsSession while starting. Stop calls stopEspDiagnosticsSession. Empty copy: Live acquisition requires Windows.,Header Start/Stop,src/workspaces/esp-diagnostics/EspDiagnosticsWorkspace.tsx,windows live; import all,full,e2e start/stop live session via typed IPC. | ESP cockpit shows Start live diagnostics on empty state.,partial,retest,coverage,Native platform behavior is unavailable on this macOS host; automated coverage is contract/component-level.,existing_test,2026-08-18T19:17:47Z,partial,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
ESP-004,esp,Live evidence dock,"As an admin I open, resize, or hide live evidence without leaving the cockpit.","Toolbar Open/Hide live logs with state dot, count, unread. Dock collapsed/docked/full; resize 180-720px or 70%; Escape collapses; collection continues when hidden.",EspToolbarAction; LiveEvidenceDock,src/workspaces/esp-diagnostics/EspToolbarAction.tsx; LiveEvidenceDock.tsx,all,full,Live dock open/hide/resize/Esc/unread (component + e2e).,pass,retest,none,No confirmed defect in current verification.,existing_test,2026-08-18T19:17:47Z,pass,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
ESP-005,esp,ESP elevation banner,As an admin I know when protected sources are missing because the process is not elevated.,"Windows probe getEspElevationState. Header Administrator Elevated/Standard/Unknown. Banner lists restrictedSources and Restart as administrator (coverageRecommended, workspace esp-diagnostics) or manual relaunch if !restartSupported.",ElevationBanner; header metric,src/workspaces/esp-diagnostics/ElevationBanner.tsx,windows,full,Elevation banner + restart (component + e2e).,partial,retest,coverage,Native platform behavior is unavailable on this macOS host; automated coverage is contract/component-level.,existing_test,2026-08-18T19:17:47Z,partial,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
ESP-006,esp,ESP findings and current task,As an admin I start from blockers and open cited evidence.,ActionCenter: EspNowStatus current task; findings sorted blocker>error>warning>info then confidence; recommended read-only checks; evidence and coverage-gap links.,Action center,src/workspaces/esp-diagnostics/ActionCenter.tsx; EspNowStatus.tsx,all,full,current task + finding drill e2e.,pass,retest,none,No confirmed defect in current verification.,existing_test,2026-08-18T19:17:47Z,pass,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
ESP-007,esp,Force ESP past a failed app,As an elevated Windows admin on a live session I flip a failed app's ESP tracking state.,"Shown only windows && !replay && failedEspApps.length>0. Disabled unless elevated. Confirm writes InstallationState=Installed (3), keeps backup; Restore calls esp_restore_app_state. Does not install the app. Hidden on replay.",EspActions,src/workspaces/esp-diagnostics/EspActions.tsx,windows,full,Force-past-ESP confirm/restore (EspActions tests).,partial,retest,coverage,Native platform behavior is unavailable on this macOS host; automated coverage is contract/component-level.,existing_test,2026-08-18T19:17:47Z,partial,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
ESP-008,esp,MSIEXEC correlation,As an admin I see installer PIDs and correlation confidence.,"MsiexecStatus rows: process, workload, exact/strong/temporal/uncorrelated, product code, evidence links. Labels zero, one, or many processes.",Beside Action Center,src/workspaces/esp-diagnostics/MsiexecStatus.tsx,all,full,MSIEXEC exact/ambiguous/zero rows (e2e).,pass,retest,none,No confirmed defect in current verification.,existing_test,2026-08-18T19:17:47Z,pass,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
ESP-009,esp,Enrollment session selector,As an admin I filter workloads to one enrollment session.,Default latest sessions. Dropdown Latest · scope · start · id. Show all sessions checkbox. Search name/id/status/code. Status chips All/Failed/Running/Installed/Queued. Pages of 80.,EspWorkloadTable,src/workspaces/esp-diagnostics/EspWorkloadTable.tsx,all,full,workload status chips + search.,pass,retest,none,No confirmed defect in current verification.,existing_test,2026-08-18T19:17:47Z,pass,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
ESP-010,esp,Graph enrichment panel,As an admin I refresh read-only Graph data without replacing local evidence.,Off if !graphApiEnabled. Does not open sign-in. Refresh disabled unless connected. Cancel while loading. Ambiguous deviceMatch requires Use device. Sections fail independently with Available/Not found/Permission denied/Failed/Skipped/Cancelled. Replay keeps captured overlay and does not auto-fetch.,Graph section,src/workspaces/esp-diagnostics/GraphEnrichmentPanel.tsx,all (WAM typically Windows),full,Graph enrichment independent section states (e2e).,partial,retest,coverage,Native platform behavior is unavailable on this macOS host; automated coverage is contract/component-level.,existing_test,2026-08-18T19:17:47Z,partial,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
ESP-011,esp,ESP phase progress,As an admin I see which ESP stage is current or failed.,Classic: Device preparation / Device setup / Account setup. Device Preparation V2: Agent bootstrap / Policy + scripts / Applications + certificates / Completion. States Complete/Current/Pending/Failed/Unknown.,Phases panel,src/workspaces/esp-diagnostics/EspPhaseProgress.tsx,all,full,Classic and Device Preparation phases (e2e).,pass,retest,none,No confirmed defect in current verification.,existing_test,2026-08-18T19:17:47Z,pass,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
ESP-012,esp,ESP live activity timeline,As an admin I scan independent live activity.,"Newest-first, 80-row Newer/Older window, Graph name rewrite, evidence links. Empty: No timeline occurrences observed yet.",Timeline panel,src/workspaces/esp-diagnostics/LiveActivity.tsx,all,full,live activity newest-first + Graph names.,pass,retest,none,No confirmed defect in current verification.,existing_test,2026-08-18T19:17:47Z,pass,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
ESP-013,esp,ESP evidence coverage and masking,"As an admin I see missing/denied/parse-failed sources as coverage, not success.",Collapsible families with source-state badges. Reveal sensitive values / Mask; restricted values never revealed. Findings navigate into the matching item.,Evidence section,src/workspaces/esp-diagnostics/EvidenceSections.tsx,all,full,Coverage families + mask/reveal (e2e + view-model).,pass,retest,none,No confirmed defect in current verification.,existing_test,2026-08-18T19:17:47Z,pass,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
ESP-014,esp,ESP section nav and header metrics,"As an admin I jump between cockpit sections and see scenario, phase, elapsed, coverage.","Header: Scenario, ESP phase, Elapsed, Local coverage, Local state, Graph, Administrator. EspSectionNav anchors when a snapshot exists.",EspWorkspaceHeader; EspSectionNav,src/workspaces/esp-diagnostics/EspWorkspaceHeader.tsx; EspSectionNav.tsx,all,full,Header metrics + section nav (e2e).,pass,retest,none,No confirmed defect in current verification.,existing_test,2026-08-18T19:17:47Z,pass,2026-09-24T21:30:00Z,No confirmed defect or remediation required; current behavior retained.
ESP-015,esp,Probe ESP acquisition capability,As a desktop engineer I want to ask the backend what ESP diagnostics can do on this machine so that I can gate offline analysis and live collection correctly.,"get_esp_diagnostics_capability returns EspAcquisitionCapability with offlineAnalysisSupported always true and liveAcquisitionSupported true only on Windows; off Windows it also fills liveAcquisitionDetail with ""Live ESP evidence acquisition is only supported on Windows"", and on Windows that detail is null.",IPC get_esp_diagnostics_capability (registered under cargo feature esp-diagnostics),src-tauri/src/commands/esp_diagnostics.rs;src-tauri/src/esp/mod.rs,all (live support windows-only),full,Registered command with no frontend caller today - the workspace gates live start on currentPlatform === 'windows' instead. Lite omits the ESP workspace entirely (bucket/cmtrace-lite.json).,pass,story,none,,rust_test: commands::esp_diagnostics::tests::capability_command_reports_portable_offline_and_platform_live_support,2026-09-24T21:30:00Z,,,
ESP-016,esp,Guard evidence imports against live sessions and unknown paths,As a Windows admin I want the importer to refuse input it cannot analyse so that I never get a silently empty analysis.,"Import is refused with ""Stop live diagnostics before importing captured evidence."" while a session id is set or the phase is starting/live/stopping (both Import buttons are also disabled); an unknown path type that is not manifest.json/*.cab/*.zip raises ""Unable to identify ESP evidence source '<path>'.""; a selected unsupported file instead raises ""ESP Diagnostics accepts CMTrace evidence folders, manifest.json, CAB, or ZIP sources."" and the workspace surfaces it as an error without discarding the action surface. Extension matching is locale-independent case folding.",Toolbar > Import evidence folder / Import captured evidence; app open-path flow; workspace action labels 'Import captured evidence...' / 'Import evidence folder...',src/workspaces/esp-diagnostics/index.ts;src/workspaces/esp-diagnostics/EspDiagnosticsWorkspace.tsx,all,full,"Extends ESP-001, which records the accepted source list; this row adds the exact live-conflict and unknown-path rejections and the disabled-while-live buttons.",pass,story,none,,component_test: keeps an active live session under explicit stop control,2026-09-24T21:30:00Z,,,
ESP-017,esp,Restart as administrator and land back in ESP Diagnostics,As a non-elevated admin I want the relaunch to reopen the ESP workspace so that I do not have to navigate back and re-collect after the UAC prompt.,"Restart as administrator routes through the shared coordinator as restart_esp_as_administrator (coverageRecommended, workspace esp-diagnostics, workspace restore), and the relaunched process reopens ESP Diagnostics because startup accepts --workspace esp-diagnostics, --workspace=esp-diagnostics and the legacy --esp-diagnostics alias while still treating other values as file paths; the compat command projects RelaunchResult into EspRelaunchResult and maps an unsafe startup ticket to unsafeArgument and anything else to launchFailed with the real message.",Elevation banner > Restart as administrator; IPC restart_esp_as_administrator; startup arguments --workspace esp-diagnostics / --esp-diagnostics,src-tauri/src/commands/esp_diagnostics.rs;src-tauri/src/lib.rs;src/workspaces/esp-diagnostics/ElevationBanner.tsx,windows (argument parsing all),full,Extends ESP-005 with the relaunch/restore half; the ESP-specific ShellExecute implementation was removed so there is one relaunch owner.,pass,story,none,,rust_test: tests::esp_workspace_equals_argument_routes_without_becoming_a_file_path,2026-09-24T21:30:00Z,,,
ESP-018,esp,Probe the process elevation state,As an admin I want an authoritative elevation reading so that coverage advice does not depend on a collection that may have stalled.,"get_esp_elevation_state returns isElevated/restartSupported/restrictedSources from the live probe (restrictedSources empty at probe time); a probe error yields isElevated=false with restartSupported true except for an unsupported platform, which yields restartSupported=false; when the probe call fails or returns an invalid payload the frontend substitutes the not-elevated / restart-supported fallback so administrator guidance is still offered.",IPC get_esp_elevation_state; ESP workspace mount (Windows only),src-tauri/src/commands/esp_diagnostics.rs;src-tauri/src/esp/system.rs;src/workspaces/esp-diagnostics/EspDiagnosticsWorkspace.tsx,windows (fallback rendering all),full,Extends ESP-005 with the error/fallback states.,pass,story,none,,component_test: fails safely toward admin guidance when the entry probe is unavailable,2026-09-24T21:30:00Z,,,
ESP-019,esp,Merge probe and snapshot elevation facts,As an admin I want elevation reported as elevated when either source confirms it so that a stalled session cannot hide the administrator recommendation.,"The workspace computes isElevated as probe OR snapshot, restartSupported as probe then snapshot then true, and prefers the snapshot restrictedSources when collected; the header Administrator metric and the status bar show Elevated / Standard user (or Elevation unknown before any source exists), and the banner disappears once elevated.",ESP workspace header metric 'Administrator'; status bar elevation label,src/workspaces/esp-diagnostics/EspDiagnosticsWorkspace.tsx;src/workspaces/esp-diagnostics/EspStatusBarContent.tsx;src/workspaces/esp-diagnostics/EspWorkspaceHeader.tsx,all,full,Extends ESP-005/ESP-014.,pass,story,none,,component_test: trusts the standalone elevation probe when a stalled snapshot still reports not elevated,2026-09-24T21:30:00Z,,,
